"node_id","DAUID","int_d","dwl_d","poi","ale_index","ale_class","lon","lat"
1,"10010302",95.099998,"1377.5",134,"1.8790704","3",-52.7154509839134,47.5581936929476
2,"10010302",95.099998,"1377.5",134,"1.8790704","3",-52.7155003189585,47.5580662014047
3,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8857732916236,47.586256391494
4,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8867682840803,47.5858171039849
5,"10010237",136.10001,"825.5",217,"2.9130175","2",-52.7310537905677,47.5681715044756
6,"10010237",136.10001,"825.5",217,"2.9130175","2",-52.7321222911614,47.5687221942087
7,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.72203198494,47.5578064085401
8,"10010224",70.800003,"1631.6",49,"0.8963812","3",-52.7222162040698,47.5577496106483
9,"10010180",26.299999,"416",16,"-1.17295","2",-52.7548998882897,47.5249951974219
10,"10010180",26.299999,"416",16,"-1.17295","2",-52.756631599393,47.5243388044296
11,"10010338",43.200001,"543.09998",19,"-0.73629367","2",-52.7310251064758,47.5906944124432
12,"10010338",43.200001,"543.09998",19,"-0.73629367","2",-52.731650916043,47.5907119948023
13,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8745857910299,47.5675793913277
14,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8730320658433,47.5663805702479
15,"10010237",136.10001,"825.5",217,"2.9130175","2",-52.7337542177781,47.5666009952661
16,"10010233",161.39999,"1231.9",244,"3.9346657","3",-52.7337415850815,47.5658182979503
17,"10010299",122.3,"1307.9",191,"2.8178983","3",-52.7088926910379,47.5662093055544
18,"10010299",122.3,"1307.9",191,"2.8178983","3",-52.7092283893103,47.5663123042891
19,"10010779",13.8,"164.3",9,"-1.663033","1",-52.7450278087085,47.6469637129932
20,"10010779",13.8,"164.3",9,"-1.663033","1",-52.7442879719428,47.6470527658699
21,"10010238",72.400002,"839",108,"0.80860502","2",-52.7425893170804,47.564811402722
22,"10010238",72.400002,"839",108,"0.80860502","2",-52.7433874923359,47.564025388788
23,"10010787",1,"45.099998",0,"-2.07058","1",-52.7713706020541,47.6463078879015
24,"10010787",1,"45.099998",0,"-2.07058","1",-52.7732087865608,47.6484372911056
25,"10010769",3.5,"72.800003",0,"-2.0027685","1",-52.8396622901654,47.6219455962272
26,"10010770",13.1,"97.099998",2,"-1.7902679","1",-52.8395134971507,47.6214980136272
27,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.7947951966372,47.5522911937878
28,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.7957527093074,47.5550079107124
29,"10010253",139.89999,"545.29999",312,"3.5866983","2",-52.7246166154836,47.5745852039973
30,"10010251",168.10001,"1020.3",335,"4.6812034","3",-52.7228536985258,47.573540905312
31,"10010250",163,"793.29999",309,"4.1808329","2",-52.7329529953106,47.5741535899552
32,"10010250",163,"793.29999",309,"4.1808329","2",-52.7309622011342,47.5750744932249
33,"10010250",163,"793.29999",309,"4.1808329","2",-52.7277200085164,47.5723158969995
34,"10010250",163,"793.29999",309,"4.1808329","2",-52.7283470200905,47.5719735969351
35,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8783307163233,47.5626230946807
36,"10010801",9,"139.10001",0,"-1.8493179","1",-52.874473109595,47.5636759933292
37,"10010486",39.099998,"257.29999",113,"-0.22040339","1",-52.6977191932153,47.5722061882762
38,"10010486",39.099998,"257.29999",113,"-0.22040339","1",-52.698453005545,47.5718712966521
39,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7153071993594,47.5525640841814
40,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7154564095161,47.5526500060781
41,"10010619",27.5,"525.5",35,"-0.89842534","2",-52.838203398431,47.5434772083669
42,"10010619",27.5,"525.5",35,"-0.89842534","2",-52.8353575893804,47.5434238056612
43,"10010647",33.599998,"701.29999",40,"-0.60332149","2",-52.798682903778,47.519457599756
44,"10010647",33.599998,"701.29999",40,"-0.60332149","2",-52.8001884019333,47.5195868960015
45,"10010776",7.6999998,"87.599998",2,"-1.8966876","1",-52.7298915124338,47.6411440321089
46,"10010779",13.8,"164.3",9,"-1.663033","1",-52.7402077406643,47.6452075423874
47,"10010627",51.900002,"1060",14,"-0.20921253","3",-52.8099632968142,47.5149068913026
48,"10010627",51.900002,"1060",14,"-0.20921253","3",-52.809761680042,47.5140642044677
49,"10010787",1,"45.099998",0,"-2.07058","1",-52.770513695291,47.6665983098262
50,"10010787",1,"45.099998",0,"-2.07058","1",-52.7718973149875,47.6666085056102
51,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7137561972857,47.5710228077047
52,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7142862839563,47.5713748010291
53,"10010815",22.700001,"378.89999",16,"-1.2683799","2",-52.7435035070719,47.5835408034364
54,"10010815",22.700001,"378.89999",16,"-1.2683799","2",-52.7420891885533,47.5862077038907
55,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.7229043212949,47.5610888153657
56,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.7237821786972,47.5609115002885
57,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.8381993999025,47.5194156880257
58,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.8363040114171,47.5177450001306
59,"10010621",28.5,"578.5",16,"-1.0033598","2",-52.8132618975222,47.5258326897223
60,"10010620",18.6,"422",6,"-1.3962041","2",-52.8164030077146,47.5263858916116
61,"10010199",35.5,"930.40002",11,"-0.63870466","2",-52.7358232051915,47.5370733971665
62,"10010196",32,"854",9,"-0.78099036","2",-52.734083882232,47.5403390986642
63,"10010194",11.8,"262.60001",4,"-1.6649537","1",-52.7191154078499,47.5454505899499
64,"10010191",1.6,"67.800003",4,"-2.0067065","1",-52.7170395022507,47.5465883980328
65,"10010295",105.7,"885.59998",212,"2.3607693","2",-52.7071758946431,47.567791599745
66,"10010299",122.3,"1307.9",191,"2.8178983","3",-52.707684087104,47.5673113013419
67,"10010633",45.5,"728",1,"-0.70375901","2",-52.8220743083282,47.5186742894149
68,"10010633",45.5,"728",1,"-0.70375901","2",-52.8228320953256,47.5190762060263
69,"10010226",97.699997,"1686.8",103,"1.9029114","3",-52.7221324805088,47.5611201419688
70,"10010228",107,"1693.8",109,"2.1309776","3",-52.7223463096161,47.5613109909233
71,"10010247",37.799999,"742.59998",79,"-0.1540226","2",-52.7495713054278,47.5617412135686
72,"10010247",37.799999,"742.59998",79,"-0.1540226","2",-52.7501994828895,47.5617889968112
73,"10010662",29.799999,"598.70001",15,"-0.97219163","2",-52.8012457870163,47.5008087967912
74,"10010659",34.299999,"761.59998",17,"-0.74276376","2",-52.8013035069163,47.5013297978532
75,"10010235",110.5,"1309.4",151,"2.2548168","3",-52.7310825959946,47.5642028083304
76,"10010234",111.8,"1559.8",112,"2.1383369","3",-52.7310599967255,47.5631144081856
77,"10010678",0,"4.4000001",0,"-2.1212754","1",-52.7452500882432,47.4991270990482
78,"10010678",0,"4.4000001",0,"-2.1212754","1",-52.7435505923787,47.4976210923722
79,"10010678",0,"4.4000001",0,"-2.1212754","1",-52.7447545837238,47.4968817008445
80,"10010678",0,"4.4000001",0,"-2.1212754","1",-52.7451197133809,47.4970309070971
81,"10010259",64.699997,"833.09998",148,"1.0111918","2",-52.7080783974128,47.5800067068111
82,"10010259",64.699997,"833.09998",148,"1.0111918","2",-52.7072553918436,47.5812786993704
83,"10010787",1,"45.099998",0,"-2.07058","1",-52.7823356028541,47.6406148951516
84,"10010781",1,"62.099998",0,"-2.0570517","1",-52.783790724135,47.6395722365148
85,"10010773",1,"17.6",0,"-2.0924637","1",-52.7766169080718,47.6074357119678
86,"10010773",1,"17.6",0,"-2.0924637","1",-52.781734497739,47.6131601136628
87,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.8217835923692,47.5221703094202
88,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.8212016866982,47.522629402031
89,"10010491",5.8000002,"151.60001",0,"-1.8979541","1",-52.7583090966699,47.5032607910432
90,"10010491",5.8000002,"151.60001",0,"-1.8979541","1",-52.7584917084874,47.5026113924448
91,"10010783",20.799999,"192.7",10,"-1.5035752","1",-52.7521936840604,47.6589658963099
92,"10010783",20.799999,"192.7",10,"-1.5035752","1",-52.7525718082991,47.659518011066
93,"10010277",33.599998,"539.79999",25,"-0.86243302","2",-52.6936579122581,47.5963454033004
94,"10010276",41,"693.20001",32,"-0.54394263","2",-52.6945000130104,47.596881795988
95,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.7534547995718,47.6085746970648
96,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.7542003192642,47.6090117990311
97,"10010817",18.6,"252.39999",26,"-1.357044","1",-52.8550743195724,47.5326959562166
98,"10010817",18.6,"252.39999",26,"-1.357044","1",-52.8553216964827,47.5326013860448
99,"10010279",49.599998,"786",44,"-0.20817652","2",-52.7013205057544,47.5873237124144
100,"10010279",49.599998,"786",44,"-0.20817652","2",-52.701323303426,47.5874115970982
101,"10010620",18.6,"422",6,"-1.3962041","2",-52.803840595977,47.5396273988771
102,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.8046241107341,47.5397215978915
103,"10010641",48.700001,"1040.1",22,"-0.21398234","3",-52.8064084061896,47.5115616087309
104,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7112509006911,47.5573829148395
105,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7119291032907,47.5573908037917
106,"10010173",42.599998,"938.59998",27,"-0.36289769","2",-52.7586842928166,47.5412330986638
107,"10010206",46.799999,"1093.2",34,"-0.10203589","3",-52.757103207334,47.5412393901147
108,"10010637",24.700001,"556.09998",20,"-1.0559282","2",-52.8161531009184,47.5064494978081
109,"10010637",24.700001,"556.09998",20,"-1.0559282","2",-52.8160017042551,47.5070637988167
110,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7253577070965,47.5991571957536
111,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7264387836149,47.5984569983526
112,"10010283",35.200001,"475",108,"-0.16209204","2",-52.6932692001658,47.5855353148431
113,"10010283",35.200001,"475",108,"-0.16209204","2",-52.6942638944517,47.5850347024267
114,"10010258",83.300003,"935",174,"1.65916","2",-52.7041149804298,47.5764836021569
115,"10010258",83.300003,"935",174,"1.65916","2",-52.709223893971,47.5767952893727
116,"10010617",31.700001,"609.70001",29,"-0.80676717","2",-52.8345064038865,47.5323605018223
117,"10010617",31.700001,"609.70001",29,"-0.80676717","2",-52.8351538041045,47.5330160160022
118,"10010222",55.099998,"1393.3",57,"0.48897135","3",-52.7304098829368,47.5587150014759
119,"10010222",55.099998,"1393.3",57,"0.48897135","3",-52.7312797869969,47.5592957993222
120,"10010492",22.700001,"422.29999",3,"-1.3470238","2",-52.7531793058377,47.5112361162763
121,"10010822",26.299999,"507.5",7,"-1.1784922","2",-52.7524522967331,47.5121381091784
122,"10010617",31.700001,"609.70001",29,"-0.80676717","2",-52.8352481905668,47.5383865040135
123,"10010617",31.700001,"609.70001",29,"-0.80676717","2",-52.8354899967097,47.5376044055349
124,"10010207",37.5,"876",8,"-0.67149901","2",-52.7482150972834,47.5492936881415
125,"10010208",15.1,"479.79999",9,"-1.3881651","2",-52.7492341013347,47.5491611974266
126,"10010799",6.6999998,"90.800003",1,"-1.9211547","1",-52.8733743930268,47.5969786021654
127,"10010799",6.6999998,"90.800003",1,"-1.9211547","1",-52.8740814944495,47.5955453100191
128,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7265564073548,47.5974989106053
129,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7272737118152,47.5979435910569
130,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7264758930596,47.5955411005661
131,"10010815",22.700001,"378.89999",16,"-1.2683799","2",-52.7276510568989,47.5971828290662
132,"10010803",7.6999998,"115",0,"-1.8922957","1",-52.8767260983535,47.5515724130103
133,"10010803",7.6999998,"115",0,"-1.8922957","1",-52.8767864657063,47.552066780261
134,"10010606",17.6,"356.70001",6,"-1.4664757","2",-52.8998516884824,47.5471153004522
135,"10010606",17.6,"356.70001",6,"-1.4664757","2",-52.9016472020879,47.5475174964411
136,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7212482936273,47.5679681068269
137,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7219827025057,47.5680651005932
138,"10010345",24,"472.39999",20,"-1.1353501","2",-52.717714897086,47.5993618969664
139,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7185328037124,47.5995566037495
140,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7228544053197,47.6148876143974
141,"10010773",1,"17.6",0,"-2.0924637","1",-52.7231592040846,47.6173896938189
142,"10010771",3.2,"52.099998",0,"-2.0247333","1",-52.8226653182618,47.611581100981
143,"10010769",3.5,"72.800003",0,"-2.0027685","1",-52.8236783422912,47.6121025260942
144,"10010804",7.6999998,"137.8",0,"-1.8741519","1",-52.8936675840721,47.5525355979995
145,"10010804",7.6999998,"137.8",0,"-1.8741519","1",-52.894744002307,47.5551595156742
146,"10010171",39.099998,"710.5",32,"-0.56495959","2",-52.7740513108975,47.5323250104991
147,"10010171",39.099998,"710.5",32,"-0.56495959","2",-52.7737428070884,47.5330287002495
148,"10010647",33.599998,"701.29999",40,"-0.60332149","2",-52.7958516931452,47.5194030089216
149,"10010647",33.599998,"701.29999",40,"-0.60332149","2",-52.796197805127,47.5194246097016
150,"10010661",29.5,"592",12,"-1.0091342","2",-52.7917572057341,47.5033149882449
151,"10010663",23.1,"535",0,"-1.2761353","2",-52.7914255149416,47.5021503928241
152,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7205082078009,47.5534920991607
153,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7220963229271,47.55246939792
154,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8890103247613,47.5888726600761
155,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8876528018011,47.5893299084377
156,"10010294",105.4,"957.09998",183,"2.1596951","3",-52.7090279260038,47.5660919401546
157,"10010299",122.3,"1307.9",191,"2.8178983","3",-52.7092517986386,47.5662130082813
158,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7698759084487,47.5655000023813
159,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7715993883267,47.5660336046734
160,"10010208",15.1,"479.79999",9,"-1.3881651","2",-52.7527310192009,47.5493510885653
161,"10010208",15.1,"479.79999",9,"-1.3881651","2",-52.7556525980854,47.5489872914938
162,"10010228",107,"1693.8",109,"2.1309776","3",-52.7169279814086,47.5636831041342
163,"10010228",107,"1693.8",109,"2.1309776","3",-52.7175874094829,47.5633530112642
164,"10010250",163,"793.29999",309,"4.1808329","2",-52.72595060887,47.571478792404
165,"10010250",163,"793.29999",309,"4.1808329","2",-52.7261619534819,47.5718076587663
166,"10010263",51.200001,"931.70001",56,"0.041534819","2",-52.7017344035369,47.5935264139428
167,"10010263",51.200001,"931.70001",56,"0.041534819","2",-52.7021581449919,47.5934848445542
168,"10010345",24,"472.39999",20,"-1.1353501","2",-52.7377862084408,47.6016599954582
169,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.7386994012682,47.6019160873556
170,"10010283",35.200001,"475",108,"-0.16209204","2",-52.7003911029584,47.5787532943533
171,"10010482",95.800003,"871.40002",247,"2.4729438","2",-52.6997708057214,47.5777617517183
172,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8874932183627,47.5893324957877
173,"10010244",51.200001,"291.39999",81,"-0.25034726","1",-52.771065403734,47.5608298128593
174,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7737129819913,47.5601050062372
175,"10010342",62.799999,"1047",80,"0.5546025","3",-52.7094472854771,47.5934565944176
176,"10010266",53.799999,"964.29999",79,"0.31531924","3",-52.709803699574,47.5954129147005
177,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.7659877032553,47.6072261058003
178,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.7651222205022,47.606620631728
179,"10010654",47.400002,"996.09998",20,"-0.29020861","3",-52.8109971155335,47.50673799494
180,"10010654",47.400002,"996.09998",20,"-0.29020861","3",-52.8095052873358,47.506221707693
181,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7727019929898,47.5529939978936
182,"10010243",8.3000002,"139.8",33,"-1.574271","1",-52.7742714206832,47.5545984003689
183,"10010805",14.1,"282.5",3,"-1.6157171","1",-52.8877673921348,47.5429506952702
184,"10010805",14.1,"282.5",3,"-1.6157171","1",-52.888713882927,47.5432226969444
185,"10010305",69.5,"1106.1",105,"0.94194764","3",-52.7176977885909,47.5545329941603
186,"10010305",69.5,"1106.1",105,"0.94194764","3",-52.7184840910776,47.554188301376
187,"10010663",23.1,"535",0,"-1.2761353","2",-52.7947632041114,47.5034569944007
188,"10010260",54.400002,"884.40002",81,"0.28013331","2",-52.7043982054385,47.5809343026293
189,"10010260",54.400002,"884.40002",81,"0.28013331","2",-52.7041555959678,47.5812438974105
190,"10010251",168.10001,"1020.3",335,"4.6812034","3",-52.7249842938394,47.5724201068197
191,"10010250",163,"793.29999",309,"4.1808329","2",-52.7255385138336,47.5733899041236
192,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7116258925454,47.5595098852023
193,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7117060007711,47.5591127910162
194,"10010210",46.099998,"1030.5",14,"-0.33887064","3",-52.7470848934203,47.5476822944409
195,"10010207",37.5,"876",8,"-0.67149901","2",-52.7483076019249,47.5468807986109
196,"10010249",97,"181.39999",160,"1.1883845","1",-52.7623664916666,47.566632689167
197,"10010813",5.4000001,"24.9",0,"-2.0061023","1",-52.7633591952875,47.5665387106411
198,"10010295",105.7,"885.59998",212,"2.3607693","2",-52.7044860986884,47.5672556856421
199,"10010295",105.7,"885.59998",212,"2.3607693","2",-52.7047569012691,47.5674414881019
200,"10010220",42.900002,"1072.1",44,"-0.10316336","3",-52.7419949847175,47.5517009945536
201,"10010220",42.900002,"1072.1",44,"-0.10316336","3",-52.742555187132,47.5521603036892
202,"10010482",95.800003,"871.40002",247,"2.4729438","2",-52.7055228852039,47.5713434948996
203,"10010482",95.800003,"871.40002",247,"2.4729438","2",-52.7026854046997,47.5728164118575
204,"10010172",51.200001,"935.09998",21,"-0.26047698","2",-52.7683751357122,47.535614418362
205,"10010172",51.200001,"935.09998",21,"-0.26047698","2",-52.768746793216,47.5353913917202
206,"10010212",45.799999,"1157.5",28,"-0.1214119","3",-52.7343826094166,47.5469753012675
207,"10010211",44.799999,"1134.8",17,"-0.25355181","3",-52.734198409311,47.5454213922972
208,"10010818",24.700001,"387.39999",49,"-0.93769604","2",-52.8544723981068,47.5348916964893
209,"10010820",24.299999,"407.5",64,"-0.79843062","2",-52.8527590159298,47.5349103923821
210,"10010771",3.2,"52.099998",0,"-2.0247333","1",-52.8252079870467,47.6123775013754
211,"10010769",3.5,"72.800003",0,"-2.0027685","1",-52.8272022123058,47.610798004643
212,"10010334",0.60000002,"70",0,"-2.0580881","1",-52.7947546822801,47.5549624012668
213,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7713605105314,47.5003183002966
214,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7720944130139,47.499423100068
215,"10010307",67.900002,"1466.8",70,"0.89497596","3",-52.7226689935562,47.5549354005442
216,"10010307",67.900002,"1466.8",70,"0.89497596","3",-52.7242187065911,47.5547680954763
217,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.763310392522,47.605427511165
218,"10010348",24.299999,"264.70001",1,"-1.4605592","1",-52.7644171185656,47.6051044974672
219,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7133656001099,47.5553807129175
220,"10010306",58.299999,"1085.6",60,"0.32881227","3",-52.7134292037286,47.5552896559921
221,"10010273",33.299999,"562.5",17,"-0.91951072","2",-52.6890645897082,47.6088257005872
222,"10010273",33.299999,"562.5",17,"-0.91951072","2",-52.6914969028683,47.609519613598
223,"10010619",27.5,"525.5",35,"-0.89842534","2",-52.8372472081304,47.541593798133
224,"10010619",27.5,"525.5",35,"-0.89842534","2",-52.8364584993037,47.5418403874715
225,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7130367948333,47.5557930021965
226,"10010301",86.099998,"1088.2",145,"1.5798538","3",-52.7135733173725,47.5561765963636
227,"10010187",36.200001,"387.10001",15,"-1.0234115","2",-52.7513322040632,47.5187869995386
228,"10010187",36.200001,"387.10001",15,"-1.0234115","2",-52.7514029991985,47.5181199856643
229,"10010285",47.400002,"724.09998",136,"0.5032602","2",-52.7008033901601,47.5840921096573
230,"10010279",49.599998,"786",44,"-0.20817652","2",-52.7005780910762,47.584527288449
231,"10010626",48,"1030.4",26,"-0.1996917","3",-52.8123332069089,47.5185406911832
232,"10010625",50.900002,"965.70001",18,"-0.267737","3",-52.8135868982103,47.5183050068139
233,"10010606",17.6,"356.70001",6,"-1.4664757","2",-52.8953450825314,47.5474508958916
234,"10010220",42.900002,"1072.1",44,"-0.10316336","3",-52.7444854137784,47.551447097451
235,"10010209",37.099998,"846.70001",32,"-0.49318916","2",-52.7468711046407,47.5516447882895
236,"10010814",8.6000004,"229.3",9,"-1.7065057","1",-52.7365151824208,47.5989539963227
237,"10010814",8.6000004,"229.3",9,"-1.7065057","1",-52.7370892930218,47.5995642077857
238,"10010768",0,"18.700001",0,"-2.1098957","1",-52.8417385986876,47.6268701998874
239,"10010768",0,"18.700001",0,"-2.1098957","1",-52.8415770042811,47.6275746895363
240,"10010210",46.099998,"1030.5",14,"-0.33887064","3",-52.7498129931584,47.5441943096071
241,"10010207",37.5,"876",8,"-0.67149901","2",-52.7501831052243,47.5441347061562
242,"10010640",48,"997.20001",23,"-0.2522302","3",-52.8134890088378,47.5112248108854
243,"10010640",48,"997.20001",23,"-0.2522302","3",-52.8129638245116,47.5106301965526
244,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7190252155762,47.5673484062344
245,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.717757001524,47.5689718011383
246,"10010653",13.1,"341.29999",16,"-1.4740517","1",-52.7829745196757,47.5289409010054
247,"10010653",13.1,"341.29999",16,"-1.4740517","1",-52.7929954956053,47.5244597966782
248,"10010457",42.299999,"743.20001",47,"-0.34976089","2",-52.768210185991,47.5233870076738
249,"10010457",42.299999,"743.20001",47,"-0.34976089","2",-52.7690815063054,47.5244082883913
250,"10010302",95.099998,"1377.5",134,"1.8790704","3",-52.7164461140989,47.5597527989637
251,"10010302",95.099998,"1377.5",134,"1.8790704","3",-52.7167811978525,47.5594328035164
252,"10010246",64.699997,"580",76,"0.18293278","2",-52.7555447963978,47.562616113399
253,"10010246",64.699997,"580",76,"0.18293278","2",-52.7550639045414,47.563343394167
254,"10010620",18.6,"422",6,"-1.3962041","2",-52.8286560804301,47.5295655056852
255,"10010634",23.700001,"406.39999",2,"-1.3500756","2",-52.8292066087859,47.5293497084871
256,"10010620",18.6,"422",6,"-1.3962041","2",-52.8333914910973,47.5316314030313
257,"10010620",18.6,"422",6,"-1.3962041","2",-52.8331508129268,47.531968206801
258,"10010824",3.2,"95.800003",1,"-1.9812515","1",-52.7594456983535,47.5112635857047
259,"10010823",26.6,"486.79999",5,"-1.206885","2",-52.7588592065644,47.5107085893452
260,"10010486",39.099998,"257.29999",113,"-0.22040339","1",-52.7003479772614,47.5729050988932
261,"10010482",95.800003,"871.40002",247,"2.4729438","2",-52.699381608887,47.5742691114936
262,"10010802",6.4000001,"58.700001",3,"-1.934779","1",-52.8360797954887,47.5733966027735
263,"10010802",6.4000001,"58.700001",3,"-1.934779","1",-52.840041809173,47.5743477901053
264,"10010799",6.6999998,"90.800003",1,"-1.9211547","1",-52.8880073105231,47.5917896074339
265,"10010801",9,"139.10001",0,"-1.8493179","1",-52.8882887148172,47.5922167923106
266,"10010821",17.299999,"161.89999",3,"-1.6531044","1",-52.7445372961813,47.5221749107967
267,"10010821",17.299999,"161.89999",3,"-1.6531044","1",-52.7440518007309,47.5207824027353
268,"10010618",33.599998,"653",30,"-0.72881973","2",-52.8367190198172,47.5363652992998
269,"10010617",31.700001,"609.70001",29,"-0.80676717","2",-52.8367283086631,47.5370130120288
270,"10010787",1,"45.099998",0,"-2.07058","1",-52.7687313060141,47.6470145111761
271,"10010787",1,"45.099998",0,"-2.07058","1",-52.7718132006155,47.6483706998998
272,"10010176",51.599998,"1101.5",47,"0.10562514","3",-52.7513590786328,47.5327609042647
273,"10010484",53.5,"827.5",60,"0.035546392","2",-52.7553091889726,47.5312877994696
274,"10010231",143.5,"1487.2",218,"3.583765","3",-52.7236633955366,47.5657992889696
275,"10010231",143.5,"1487.2",218,"3.583765","3",-52.7244869964231,47.5653729886995
276,"10010187",36.200001,"387.10001",15,"-1.0234115","2",-52.7489731920555,47.519749811691
277,"10010187",36.200001,"387.10001",15,"-1.0234115","2",-52.7481459000748,47.5196364148445
278,"10010253",139.89999,"545.29999",312,"3.5866983","2",-52.7287401815775,47.5774565019311
279,"10010249",97,"181.39999",160,"1.1883845","1",-52.7288498059125,47.577553898948
280,"10010279",49.599998,"786",44,"-0.20817652","2",-52.688774902914,47.5884630077539
281,"10010283",35.200001,"475",108,"-0.16209204","2",-52.6876146129784,47.588776994981
282,"10010181",43.900002,"647.29999",54,"-0.33584085","2",-52.7579301029492,47.5238419865756
283,"10010180",26.299999,"416",16,"-1.17295","2",-52.7572962893394,47.5230532971591
284,"10010180",26.299999,"416",16,"-1.17295","2",-52.760683099171,47.5171859869698
285,"10010180",26.299999,"416",16,"-1.17295","2",-52.7603990154291,47.5158405979751
286,"10010803",7.6999998,"115",0,"-1.8922957","1",-52.8975039069364,47.5725877151185
287,"10010803",7.6999998,"115",0,"-1.8922957","1",-52.9000616842805,47.5721142031055
288,"10010357",43.900002,"482.5",34,"-0.64110953","2",-52.7225418101991,47.5851083108381
289,"10010357",43.900002,"482.5",34,"-0.64110953","2",-52.7224774044228,47.5847673924126
290,"10010234",111.8,"1559.8",112,"2.1383369","3",-52.729304294624,47.5638967079091
291,"10010234",111.8,"1559.8",112,"2.1383369","3",-52.7301800954111,47.5634425969034
292,"10010307",67.900002,"1466.8",70,"0.89497596","3",-52.7267919260326,47.554603397101
293,"10010221",48.400002,"1366.2",34,"0.14450358","3",-52.7305272962073,47.5550149963159
294,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7176714103795,47.6161762062104
295,"10010775",15.1,"274.10001",48,"-1.2123146","1",-52.7175852972639,47.6166133034869
296,"10010817",18.6,"252.39999",26,"-1.357044","1",-52.8478392043513,47.5263878024188
297,"10010615",27.5,"417.39999",61,"-0.75808752","2",-52.8490315891556,47.5264646984152
298,"10010250",163,"793.29999",309,"4.1808329","2",-52.7296270025846,47.5696597145059
299,"10010250",163,"793.29999",309,"4.1808329","2",-52.7286016043074,47.5692072993372
300,"10010771",3.2,"52.099998",0,"-2.0247333","1",-52.8081042089338,47.6134042990656
301,"10010773",1,"17.6",0,"-2.0924637","1",-52.8003831813646,47.6157531180733
302,"10010249",97,"181.39999",160,"1.1883845","1",-52.7432687102271,47.5712617912091
303,"10010249",97,"181.39999",160,"1.1883845","1",-52.7444994954013,47.5720377977964
304,"10010309",140.60001,"1459.2",235,"3.6563976","3",-52.7183333971576,47.5670581016777
305,"10010230",127.1,"1627.9",150,"2.8034682","3",-52.7204064968078,47.565812201995
306,"10010606",17.6,"356.70001",6,"-1.4664757","2",-52.8913107813171,47.5472474977586
307,"10010770",13.1,"97.099998",2,"-1.7902679","1",-52.8379844963814,47.6211625952593
308,"10010769",3.5,"72.800003",0,"-2.0027685","1",-52.8377234066251,47.6220666073731
309,"10010356",60.799999,"898.59998",52,"0.15612023","2",-52.7161959835883,47.5919700958187
