"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2364","36.4170412","3.2364E-4","0.02745967","0.33333333","3","85","false","1460","3.33333333","3","0","0","0.71891237","false","0","1460","80606","0.42857143"
"2365","36.17921348","4.5176E-4","0.02764018","0.0","3","84","false","1461","3.0","3","0","0","0.72079989","false","0","1461","264736","0.33333333"
"2367","40.33820225","0.0033077","0.0247904","0.0","4","92","false","1462","3.25","4","0","0","0.68779205","false","0","1462","2104722","0.25"
"2369","60.39737828","0.0","0.01655701","1.0","2","113","false","1463","3.5","2","0","0","0.52859224","false","0","1463","0","0.7"
"2371","60.65131086","0.00270564","0.01648769","0.0","4","109","false","1464","2.5","4","0","0","0.5265769","false","0","1464","1602860","0.3"
"2372","61.6511236","0.0","0.0162203","0.0","1","110","false","1465","4.0","1","0","0","0.51864188","false","0","1465","0","0.0"
"2374","41.78576779","0.02212337","0.02393159","0.0","3","89","false","1466","2.33333333","3","0","0","0.67630343","false","0","1466","14901222","0.33333333"
"2375","42.78558052","0.0","0.02337236","0.0","1","90","false","1467","3.0","1","0","0","0.66836841","false","0","1467","0","0.0"
"2378","47.50168539","1.3395E-4","0.02105188","0.0","3","85","false","1468","3.0","3","0","0","0.630939","false","0","1468","27514","0.33333333"
"2379","46.9082397","2.5989E-4","0.02131822","0.0","3","84","false","1469","2.66666667","3","0","0","0.63564889","false","0","1469","137120","0.33333333"
"2381","35.09157303","0.02219595","0.02849687","0.33333333","4","75","false","1470","3.0","4","0","1","0.72943196","false","0","1470","12774910","0.44444444"
"2382","34.40093633","0.02721967","0.02906898","0.0","3","74","false","1471","3.33333333","3","0","0","0.7349132","false","0","1471","17267018","0.33333333"
"2384","30.64700375","5.8087E-4","0.03262962","0.33333333","3","75","false","1472","3.33333333","3","0","0","0.76470632","false","0","1472","584714","0.5"
"2386","41.63033708","4.5265E-4","0.02402094","0.0","3","93","false","1473","2.66666667","3","0","0","0.67753701","false","0","1473","773174","0.33333333"
"2387","42.53089888","6.3E-5","0.02351232","0.0","2","94","false","1474","3.0","2","0","0","0.67038969","false","0","1474","481186","0.5"
"2389","37.80692884","0.00198494","0.02645018","0.0","3","82","false","1475","2.33333333","3","0","0","0.70788152","false","0","1475","1515020","0.33333333"
"2390","38.80674157","0.0","0.02576872","0.0","1","83","false","1476","3.0","1","0","0","0.6999465","false","0","1476","0","0.0"
"2392","36.18389513","0.00486438","0.0276366","0.33333333","3","84","false","1477","3.66666667","3","0","0","0.72076274","false","0","1477","7797202","0.47619048"
"2394","38.18333333","0.00134624","0.02618944","0.0","4","81","false","1478","3.25","4","0","0","0.70489418","false","0","1478","1153836","0.32142857"
"2395","37.19438202","0.00419994","0.02688578","0.0","3","80","false","1479","3.66666667","3","0","0","0.712743","false","0","1479","2829222","0.38095238"
"2397","37.41460674","3.7453E-4","0.02672753","0.33333333","3","80","false","1480","2.66666667","3","0","0","0.71099518","false","0","1480","303228","0.46666667"
"2398","36.68520599","0.04322038","0.02725894","0.16666667","4","79","false","1481","2.5","4","0","0","0.71678408","false","0","1481","184305968","0.33333333"
"2400","37.19681648","0.01653239","0.02688402","0.0","3","83","false","1482","3.0","3","0","0","0.71272368","false","0","1482","4737062","0.33333333"
"2402","43.87397004","0.00151182","0.02279256","0.0","3","100","false","1483","3.33333333","3","0","0","0.6597304","false","0","1483","3740166","0.38888889"
"2404","41.9252809","0.00142109","0.02385196","0.0","3","87","false","1484","3.0","3","0","0","0.67519618","false","0","1484","1803188","0.33333333"
"2405","41.06292135","0.00325112","0.02435287","0.0","3","86","false","1485","3.0","3","0","0","0.68204031","false","0","1485","3863278","0.33333333"
"2407","32.85355805","0.00179413","0.0304381","0.33333333","3","73","false","1486","3.66666667","3","0","0","0.74719398","false","0","1486","737064","0.47619048"
"2408","32.51348315","0.00359804","0.03075647","0.33333333","4","72","false","1487","3.25","4","0","0","0.74989299","false","0","1487","912626","0.375"
"2410","38.66535581","0.00287278","0.02586295","0.33333333","3","81","false","1488","3.0","3","0","0","0.7010686","false","0","1488","570668","0.44444444"
"2412","40.66779026","0.0","0.02458948","0.0","1","87","false","1489","3.0","1","0","0","0.68517627","false","0","1489","0","0.0"
"2413","39.66797753","0.00968024","0.02520925","0.0","3","86","false","1490","2.33333333","3","0","0","0.69311129","false","0","1490","7157612","0.33333333"
"2415","36.8988764","0.0","0.0271011","0.0","1","84","false","1491","3.0","1","0","0","0.71508828","false","0","1491","0","0.0"
"2416","35.89906367","7.3516E-4","0.02785588","0.0","3","83","false","1492","2.66666667","3","0","0","0.7230233","false","0","1492","596832","0.33333333"
"2418","40.27022472","0.01378153","0.02483224","0.16666667","4","84","false","1493","3.25","4","0","0","0.68833155","false","0","1493","11397940","0.30555556"
"2419","40.14737828","0.00603799","0.02490823","0.0","3","84","false","1494","3.33333333","3","0","0","0.68930652","false","0","1494","3264562","0.33333333"
"2421","33.25243446","0.02409949","0.03007299","0.33333333","3","80","false","1495","3.33333333","3","0","0","0.7440283","false","0","1495","11076198","0.42857143"
"2422","32.54550562","0.06901513","0.03072621","0.16666667","4","79","false","1496","3.5","4","0","0","0.74963884","false","0","1496","113675180","0.33333333"
"2424","45.85992509","9.1857E-4","0.02180553","0.0","3","96","false","1497","2.0","3","0","0","0.64396885","false","0","1497","988996","0.33333333"
"2425","44.86123596","0.00608879","0.02229096","0.0","3","95","false","1498","3.0","3","0","0","0.65189495","false","0","1498","5527114","0.33333333"
"2427","64.48707865","3.7453E-4","0.01550698","0.33333333","3","118","false","1499","2.0","3","0","0","0.4961343","false","0","1499","2078688","0.55555556"
"2428","65.48689139","0.0","0.01527023","0.0","1","119","false","1500","3.0","1","0","0","0.48819927","false","0","1500","0","0.0"
"2430","49.36123596","0.0","0.02025881","0.0","1","91","false","1501","3.0","1","0","0","0.61618067","false","0","1501","0","0.0"
"2432","46.91011236","0.00107464","0.02131737","0.0","3","83","false","1502","2.66666667","3","0","0","0.63563403","false","0","1502","176648","0.33333333"
"2433","47.90992509","0.0","0.0208725","0.0","1","84","false","1503","3.0","1","0","0","0.62769901","false","0","1503","0","0.0"
"2435","41.45449438","0.00279303","0.02412284","0.0","3","95","false","1504","3.33333333","3","0","0","0.67893258","false","0","1504","28154502","0.38888889"
"2437","41.20486891","0.01338778","0.02426898","0.0","4","96","false","1505","2.75","4","0","0","0.68091374","false","0","1505","11202176","0.25"
"2438","41.2247191","8.7892E-4","0.02425729","0.0","3","95","false","1506","3.0","3","0","0","0.6807562","false","0","1506","5197214","0.33333333"
"2440","36.54101124","0.05950295","0.02736651","0.0","4","84","false","1507","3.25","4","0","0","0.71792848","false","0","1507","95595654","0.25"
"2441","37.53932584","0.0014975","0.02663873","0.0","3","85","false","1508","2.66666667","3","0","0","0.71000535","false","0","1508","1052094","0.33333333"
"2443","30.46910112","0.00368974","0.03282013","0.0","3","68","false","1509","3.0","3","0","0","0.76611825","false","0","1509","833942","0.33333333"
"2444","31.11441948","0.00336019","0.03213944","0.0","3","69","false","1510","3.33333333","3","0","0","0.76099667","false","0","1510","741270","0.33333333"
"2446","38.17359551","0.01914604","0.02619612","0.33333333","3","87","false","1511","3.66666667","3","0","0","0.70497146","false","0","1511","95745986","0.41666667"
"2447","37.80842697","0.07071468","0.02644913","0.16666667","4","86","false","1512","3.0","4","0","0","0.70786963","false","0","1512","182677064","0.3125"
"2449","47.91142322","0.00337174","0.02087185","0.16666667","4","88","false","1513","3.25","4","0","0","0.62768712","false","0","1513","3172436","0.34375"
"2451","39.57490637","0.00238891","0.02526854","0.0","3","84","false","1514","3.0","3","0","0","0.69384995","false","0","1514","1680404","0.4"
"2452","39.5659176","0.00568807","0.02527428","0.0","3","85","false","1515","2.66666667","3","0","0","0.69392129","false","0","1515","2989252","0.33333333"
"2454","32.66142322","7.4892E-4","0.03061716","0.0","3","71","false","1516","2.5","3","0","1","0.74871886","false","0","1516","299720","0.5"
"2455","33.66086142","3.7453E-4","0.02970809","0.0","3","72","false","1517","1.5","3","0","1","0.74078681","false","0","1517","149862","0.5"
"2457","40.53389513","6.5299E-4","0.02467071","0.0","3","78","false","1518","2.33333333","3","0","0","0.68623893","false","0","1518","207456","0.44444444"
"2459","34.78707865","0.00195107","0.02874631","0.0","3","81","false","1519","3.0","3","0","0","0.73184858","false","0","1519","1837846","0.4"
"2461","32.56554307","0.06067232","0.0307073","0.0","3","77","false","1520","3.0","3","0","0","0.74947982","false","0","1520","72536396","0.4"
"2463","39.30018727","0.00290346","0.02544517","0.0","3","78","false","1521","3.0","3","0","0","0.69603026","false","0","1521","482620","0.33333333"
"2464","38.66310861","0.00770823","0.02586445","0.0","3","77","false","1522","3.0","3","0","0","0.70108644","false","0","1522","1282674","0.33333333"
"2466","34.1011236","0.01278039","0.02932455","0.0","3","81","false","1523","3.33333333","3","0","0","0.73729267","false","0","1523","20115462","0.46666667"
"2468","41.14531835","0.00331729","0.0243041","0.0","3","96","false","1524","3.66666667","3","0","0","0.68138636","false","0","1524","10493334","0.38095238"
"2470","38.20543071","0.05389646","0.02617429","0.16666667","4","88","false","1525","3.25","4","0","0","0.7047188","false","0","1525","21309058","0.30555556"
"2471","37.62434457","0.04471091","0.02657854","0.0","3","87","false","1526","3.66666667","3","0","0","0.7093306","false","0","1526","19788140","0.38095238"
"2473","45.63782772","0.00332898","0.02191165","0.0","2","83","false","1527","2.5","2","0","0","0.64573153","false","0","1527","563158","0.5"
"2474","46.4159176","0.00303615","0.02154433","0.0","2","84","false","1528","2.5","2","0","0","0.63955621","false","0","1528","499646","0.5"
"2476","31.24719101","0.02895623","0.03200288","0.0","3","69","false","1529","3.33333333","3","0","0","0.75994293","false","0","1529","32104818","0.33333333"
"2477","31.17771536","0.02822072","0.03207419","0.0","3","68","false","1530","3.0","3","0","0","0.76049432","false","0","1530","31994282","0.33333333"
"2479","44.23464419","0.00285591","0.02260672","0.0","2","88","false","1531","3.5","2","0","0","0.6568679","false","0","1531","449444","0.5"
"2480","45.22734082","0.00277567","0.02211052","0.0","3","89","false","1532","2.66666667","3","0","0","0.64898936","false","0","1532","475300","0.33333333"
"2482","39.97490637","0.0101126","0.02501569","0.0","3","87","false","1533","3.0","3","0","0","0.69067535","false","0","1533","5793046","0.33333333"
"2483","40.95992509","0.00571743","0.02441411","0.0","3","88","false","1534","3.0","3","0","0","0.68285774","false","0","1534","3703764","0.4"
"2485","42.40093633","0.00156403","0.02358438","0.0","3","92","false","1535","3.0","3","0","0","0.67142114","false","0","1535","647262","0.33333333"
"2486","41.53820225","0.00216398","0.02407422","0.0","3","91","false","1536","2.33333333","3","0","0","0.67826824","false","0","1536","899528","0.33333333"
"2488","47.72827715","7.8949E-4","0.02095194","0.0","3","101","false","1537","2.33333333","3","0","0","0.62914066","false","0","1537","273038","0.33333333"
"2490","35.29325843","0.00352442","0.02833402","0.0","3","78","false","1538","3.0","3","0","0","0.72783128","false","0","1538","1331046","0.33333333"
"2492","37.25337079","7.4899E-4","0.02684321","0.0","3","73","false","1539","1.66666667","3","0","0","0.71227484","false","0","1539","164406","0.33333333"
"2493","38.25318352","0.0","0.02614162","0.0","1","74","false","1540","3.0","1","0","0","0.70433981","false","0","1540","0","0.0"
"2495","33.62078652","0.02823946","0.0297435","0.0","3","79","false","1541","3.33333333","3","0","0","0.74110487","false","0","1541","9333858","0.33333333"
"2496","33.26011236","0.02860676","0.03006604","0.16666667","4","78","false","1542","3.0","4","0","0","0.74396736","false","0","1542","9573320","0.3125"
"2498","40.20037453","0.0044854","0.02487539","0.0","3","89","false","1543","3.66666667","3","0","0","0.68888592","false","0","1543","4955812","0.33333333"
"2499","41.19737828","0.00186985","0.02427339","0.0","3","90","false","1544","2.33333333","3","0","0","0.68097319","false","0","1544","2123948","0.33333333"
"2501","37.56910112","7.4899E-4","0.02661762","0.0","3","82","false","1545","1.66666667","3","0","0","0.70976904","false","0","1545","193058","0.33333333"
"2502","38.56891386","0.0","0.02592762","0.0","1","83","false","1546","3.0","1","0","0","0.70183402","false","0","1546","0","0.0"
"2505","34.72602996","2.7209E-4","0.02879684","0.0","3","76","false","1547","3.33333333","3","0","0","0.7323331","false","0","1547","251304","0.38888889"
"2506","33.73146067","0.00701557","0.02964591","0.0","4","75","false","1548","3.5","4","0","0","0.7402265","false","0","1548","7114176","0.35714286"
"2508","42.11722846","0.03986167","0.02374325","0.0","3","82","false","1549","2.66666667","3","0","0","0.67367279","false","0","1549","10682854","0.33333333"
"2509","42.31367041","0.04055636","0.02363302","0.0","3","83","false","1550","3.0","3","0","0","0.67211373","false","0","1550","10674288","0.33333333"
"2511","48.48782772","0.0064754","0.02062373","0.0","3","85","false","1551","2.66666667","3","0","0","0.62311248","false","0","1551","4143376","0.33333333"
"2513","38.75131086","0.00348948","0.02580558","0.0","3","78","false","1552","2.33333333","3","0","0","0.70038642","false","0","1552","1435662","0.33333333"
"2515","35.06498127","0.0353025","0.02851848","0.33333333","4","82","false","1553","3.25","4","0","0","0.72964301","false","0","1553","44093802","0.375"
"2516","34.22659176","0.05198091","0.02921705","0.33333333","3","81","false","1554","3.66666667","3","0","0","0.73629689","false","0","1554","79284204","0.47619048"
"2518","40.99382022","0.0","0.02439392","0.0","1","84","false","1555","3.0","1","0","0","0.68258873","false","0","1555","0","0.0"
"2520","43.19250936","7.4878E-4","0.02315216","0.0","3","92","false","1556","2.33333333","3","0","0","0.66513881","false","0","1556","1061996","0.33333333"
"2521","44.1923221","0.0","0.02262837","0.0","1","93","false","1557","3.0","1","0","0","0.65720379","false","0","1557","0","0.0"
"2523","38.12958801","0.00397258","0.02622635","0.0","3","78","false","1558","2.33333333","3","0","0","0.70532073","false","0","1558","1625704","0.33333333"
"2524","37.36423221","0.00453806","0.02676356","0.0","3","77","false","1559","2.33333333","3","0","0","0.71139498","false","0","1559","1835768","0.33333333"
"2526","38.38670412","0.00259241","0.02605069","0.0","3","84","false","1560","2.33333333","3","0","0","0.70328013","false","0","1560","2380110","0.33333333"
"2528","50.90580524","7.4868E-4","0.01964412","0.0","3","102","false","1561","2.33333333","3","0","0","0.60392218","false","0","1561","1999686","0.44444444"
"2530","41.91254682","0.00277941","0.0238592","0.0","3","97","false","1562","3.0","3","0","0","0.67529725","false","0","1562","16837004","0.4"
"2532","42.80805243","0.00559764","0.02336009","0.0","4","99","false","1563","3.5","4","0","0","0.66819006","false","0","1563","25644214","0.27777778"
"2533","42.50393258","0.00389454","0.02352723","0.0","3","98","false","1564","3.33333333","3","0","0","0.67060371","false","0","1564","14275974","0.38888889"
"2535","39.66029963","0.0502847","0.02521413","0.0","3","86","false","1565","3.0","3","0","0","0.69317223","false","0","1565","40716048","0.4"
"2537","47.35411985","0.01864477","0.02111749","0.0","3","93","false","1566","3.0","3","0","0","0.63211016","false","0","1566","28132516","0.33333333"
"2538","48.28220974","0.01542932","0.02071156","0.0","3","94","false","1567","2.33333333","3","0","0","0.62474437","false","0","1567","23053348","0.33333333"
"2540","33.16142322","5.1333E-4","0.03015552","0.0","3","72","false","1568","3.0","3","0","0","0.74475061","false","0","1568","576496","0.4"
"2542","36.2994382","0.0190995","0.02754864","0.0","3","68","false","1569","3.0","3","0","0","0.71984573","false","0","1569","12853864","0.33333333"
"2544","37.95599251","0.00560888","0.0263463","0.0","3","87","false","1570","3.0","3","0","0","0.70669847","false","0","1570","1146364","0.33333333"
"2546","38.56441948","0.00463521","0.02593064","0.0","3","86","false","1571","3.0","3","0","0","0.70186969","false","0","1571","2116414","0.33333333"
"2548","38.32883895","0.00843463","0.02609002","0.0","3","87","false","1572","3.33333333","3","0","0","0.70373937","false","0","1572","1710106","0.33333333"
"2550","38.15449438","0.00183242","0.02620923","0.0","3","84","false","1573","3.0","3","0","0","0.70512306","false","0","1573","435110","0.33333333"
"2551","39.15243446","7.8056E-4","0.0255412","0.0","3","85","false","1574","2.33333333","3","0","0","0.6972029","false","0","1574","211934","0.33333333"
"2553","32.47771536","0.06170694","0.03079034","0.16666667","4","79","false","1575","3.25","4","0","0","0.75017686","false","0","1575","36804482","0.34375"
"2554","32.18782772","0.04640447","0.03106764","0.0","3","78","false","1576","3.33333333","3","0","0","0.75247756","false","0","1576","13971830","0.46666667"
"2556","43.49737828","0.00385243","0.02298989","0.0","3","91","false","1577","3.0","3","0","0","0.66271922","false","0","1577","2168268","0.33333333"
"2557","43.36329588","0.0016999","0.02306098","0.0","3","91","false","1578","2.33333333","3","0","0","0.66378337","false","0","1578","482834","0.33333333"
"2559","35.01666667","7.6414E-4","0.02855783","0.33333333","3","77","false","1579","3.0","3","0","0","0.73002646","false","0","1579","167370","0.44444444"
"2560","34.75749064","0.00101283","0.02877078","0.33333333","3","76","false","1580","3.33333333","3","0","0","0.73208341","false","0","1580","317996","0.42857143"
"2562","60.41835206","0.00197876","0.01655126","0.0","3","109","false","1581","2.33333333","3","0","0","0.52842578","false","0","1581","477448","0.33333333"
"2563","60.34419476","0.00203484","0.0165716","0.0","3","109","false","1582","2.33333333","3","0","0","0.52901433","false","0","1582","491128","0.33333333"
"2565","42.86516854","0.00264951","0.02332896","0.0","4","78","false","1583","2.25","4","0","0","0.66773676","false","0","1583","454248","0.25"
"2566","43.86498127","0.0","0.02279723","0.0","1","79","false","1584","4.0","1","0","0","0.65980174","false","0","1584","0","0.0"
"2568","31.95243446","0.06813213","0.03129652","0.0","3","68","false","1585","3.0","3","0","0","0.75434576","false","0","1585","31349190","0.33333333"
"2569","31.57490637","0.06523477","0.03167072","0.33333333","3","69","false","1586","3.33333333","3","0","0","0.75734201","false","0","1586","30042414","0.5"
"2571","46.99475655","0.00220398","0.02127897","0.0","3","84","false","1587","3.33333333","3","0","0","0.63496225","false","0","1587","389352","0.33333333"
"2573","54.46123596","0.00111207","0.01836168","0.16666667","4","93","false","1588","2.5","4","0","0","0.57570448","false","0","1588","747202","0.33333333"
"2574","55.46067416","3.7453E-4","0.01803079","0.0","3","94","false","1589","2.5","3","0","1","0.56777243","false","0","1589","230486","0.5"
"2576","40.40636704","0.0","0.02474857","0.0","1","87","false","1590","3.0","1","0","0","0.68725106","false","0","1590","0","0.0"
"2577","39.40655431","0.01686133","0.02537649","0.0","3","86","false","1591","2.66666667","3","0","0","0.69518608","false","0","1591","4638542","0.33333333"
"2579","33.51872659","0.04816981","0.02983407","0.16666667","4","81","false","1592","3.5","4","0","0","0.74191487","false","0","1592","49508324","0.3"
"2581","40.57116105","0.00122007","0.02464805","0.0","3","80","false","1593","3.0","3","0","0","0.68594317","false","0","1593","666316","0.4"
"2582","41.55636704","3.8399E-4","0.0240637","0.0","3","81","false","1594","2.33333333","3","0","0","0.67812407","false","0","1594","190688","0.44444444"
"2584","40.16479401","3.9825E-4","0.02489743","0.0","4","90","false","1595","3.5","4","0","0","0.6891683","false","0","1595","1509972","0.35714286"
"2585","39.67209738","7.8518E-4","0.02520663","0.0","3","89","false","1596","3.33333333","3","0","0","0.69307859","false","0","1596","2235776","0.38888889"
"2587","50.132397","0.0","0.01994718","0.0","1","100","false","1597","3.0","1","0","0","0.61006034","false","0","1597","0","0.0"
"2589","43.24494382","0.00885306","0.02312409","0.33333333","3","90","false","1598","3.66666667","3","0","0","0.66472267","false","0","1598","2692020","0.55555556"
"2590","42.78632959","0.03715404","0.02337195","0.33333333","4","89","false","1599","3.25","4","0","0","0.66836246","false","0","1599","7236030","0.375"
"2592","40.12003745","0.00219305","0.0249252","0.0","3","82","false","1600","3.0","3","0","0","0.68952351","false","0","1600","478206","0.33333333"
"2594","63.6829588","0.00709338","0.01570279","0.0","3","119","false","1601","2.33333333","3","0","0","0.5025162","false","0","1601","4772912","0.33333333"
"2596","43.85973783","0.00490952","0.02279995","0.0","3","94","false","1602","2.66666667","3","0","0","0.65984335","false","0","1602","1572558","0.33333333"
"2597","42.96985019","0.00666598","0.02327213","0.0","3","93","false","1603","2.66666667","3","0","0","0.66690595","false","0","1603","2228958","0.33333333"
"2600","42.21966292","0.0037383","0.02368565","0.0","4","95","false","1604","3.0","4","0","0","0.67285982","false","0","1604","2378172","0.28571429"
"2601","42.16685393","0.00510041","0.02371531","0.0","4","95","false","1605","3.25","4","0","0","0.67327894","false","0","1605","8828900","0.28125"
"2603","46.04026217","0.00183704","0.02172012","0.0","3","94","false","1606","2.33333333","3","0","0","0.6425376","false","0","1606","327374","0.33333333"
"2604","45.0428839","0.00258428","0.02220107","0.0","3","93","false","1607","2.66666667","3","0","0","0.6504533","false","0","1607","460462","0.33333333"
"2606","55.4417603","0.00161922","0.01803695","0.0","3","94","false","1608","2.33333333","3","0","0","0.56792254","false","0","1608","833968","0.33333333"
"2608","42.72677903","0.0","0.02340453","0.0","1","85","false","1609","3.0","1","0","0","0.66883509","false","0","1609","0","0.0"
"2610","37.58520599","0.00268921","0.02660621","0.0","3","73","false","1610","3.0","3","0","0","0.70964122","false","0","1610","944016","0.33333333"
"2612","38.78277154","0.04517433","0.02578465","0.33333333","3","89","false","1611","3.66666667","3","0","0","0.70013673","false","0","1611","20411794","0.41666667"
"2614","43.24850187","0.00226535","0.02312219","0.0","3","85","false","1612","2.33333333","3","0","0","0.66469443","false","0","1612","1026498","0.33333333"
"2615","42.28127341","0.0071925","0.02365113","0.0","3","84","false","1613","3.0","3","0","0","0.67237085","false","0","1613","2902828","0.33333333"
"2617","40.78970037","0.00145565","0.02451599","0.0","3","92","false","1614","3.66666667","3","0","0","0.68420873","false","0","1614","5621132","0.38095238"
"2618","40.83071161","0.00121765","0.02449137","0.0","3","92","false","1615","4.0","3","0","0","0.68388324","false","0","1615","2418974","0.33333333"
"2620","41.93558052","0.0030881","0.0238461","0.33333333","3","87","false","1616","3.0","3","0","0","0.67511444","false","0","1616","2288494","0.44444444"
"2621","42.87940075","7.515E-5","0.02332122","0.33333333","3","88","false","1617","3.0","3","0","0","0.6676238","false","0","1617","6088","0.44444444"
"2623","44.09250936","0.01203876","0.02267959","0.0","3","82","false","1618","3.0","3","0","0","0.65799596","false","0","1618","3338014","0.33333333"
"2624","44.37602996","0.00974179","0.02253469","0.0","3","83","false","1619","3.33333333","3","0","0","0.65574579","false","0","1619","2248232","0.33333333"
"2626","34.33146067","0.02543683","0.0291278","0.33333333","4","82","false","1620","3.5","4","0","0","0.7354646","false","0","1620","6532608","0.36111111"
"2628","45.81404494","3.7453E-4","0.02182737","0.0","2","99","false","1621","2.5","2","0","0","0.64433298","false","0","1621","98152","0.5"
"2630","34.92602996","5.5935E-4","0.02863194","0.0","3","71","false","1622","2.33333333","3","0","0","0.73074579","false","0","1622","198200","0.44444444"
"2631","35.9258427","0.0","0.02783512","0.0","1","72","false","1623","3.0","1","0","0","0.72281077","false","0","1623","0","0.0"
"2633","36.96666667","0.00837658","0.0270514","0.1","5","84","false","1624","3.0","5","0","0","0.71455026","false","0","1624","1254988","0.24"
"2634","36.27453184","0.00468818","0.02756755","0.33333333","3","83","false","1625","4.33333333","3","0","0","0.7200434","false","0","1625","1026592","0.44444444"
"2636","63.39531835","0.00112254","0.01577404","0.0","2","117","false","1626","3.5","2","0","0","0.50479906","false","0","1626","1556316","0.5"
"2638","35.36217228","0.01125074","0.02827881","0.0","3","80","false","1627","3.0","3","0","0","0.72728435","false","0","1627","16199066","0.4"
"2640","44.36910112","0.00262338","0.02253821","0.0","3","95","false","1628","3.0","3","0","0","0.65580078","false","0","1628","1546208","0.33333333"
"2642","46.95355805","0.0","0.02129764","0.0","3","95","false","1629","3.0","2","0","0","0.63528922","false","1","1629","0","0.0"
"2644","39.96441948","8.849E-5","0.02502226","0.33333333","3","86","false","1630","3.0","3","0","0","0.69075858","false","0","1630","8854","0.44444444"
"2646","38.3994382","0.03239289","0.02604205","0.0","4","88","false","1631","3.25","4","0","0","0.70317906","false","0","1631","100217868","0.25"
"2647","38.83970037","0.01233778","0.02574685","0.0","4","89","false","1632","3.5","4","0","0","0.69968492","false","0","1632","18110282","0.27777778"
"2649","55.89531835","3.7453E-4","0.01789059","0.33333333","3","104","false","1633","2.33333333","3","0","0","0.56432287","false","0","1633","251416","0.5"
"2650","56.89513109","0.0","0.0175762","0.0","1","105","false","1634","3.0","1","0","0","0.55638785","false","0","1634","0","0.0"
"2652","42.99831461","0.0","0.02325673","0.0","3","93","false","1635","3.0","2","0","0","0.66668004","false","1","1635","0","0.0"
"2654","48.85617978","0.00187126","0.02046824","0.0","3","97","false","1636","3.0","3","0","1","0.62018905","false","0","1636","334560","0.5"
"2655","49.85449438","0.0014975","0.02005837","0.0","4","98","false","1637","2.0","4","0","1","0.61226592","false","0","1637","267662","0.33333333"
"2657","60.88539326","0.00111995","0.0164243","0.0","3","113","false","1638","2.33333333","3","0","0","0.5247191","false","0","1638","2159278","0.33333333"
"2658","61.88520599","0.0","0.01615895","0.0","1","114","false","1639","3.0","1","0","0","0.51678408","false","0","1639","0","0.0"
"2662","47.77078652","3.7453E-4","0.0209333","0.33333333","3","95","false","1640","2.33333333","3","0","0","0.62880328","false","0","1640","251630","0.5"
"2663","48.77059925","0.0","0.02050416","0.0","1","96","false","1641","3.0","1","0","0","0.62086826","false","0","1641","0","0.0"
"2665","40.95561798","8.731E-5","0.02441667","0.33333333","3","81","false","1642","3.0","3","0","0","0.68289192","false","0","1642","28444","0.53333333"
"2666","40.5159176","5.2292E-4","0.02468166","0.33333333","3","80","false","1643","3.0","3","0","0","0.68638161","false","0","1643","104110","0.44444444"
"2668","47.45580524","0.01329853","0.02107224","0.0","2","100","false","1644","2.5","2","0","0","0.63130313","false","0","1644","3349692","0.5"
"2670","40.10355805","0.00265227","0.02493544","0.0","3","90","false","1645","3.0","3","0","0","0.6896543","false","0","1645","2354714","0.33333333"
"2671","40.59737828","8.3694E-4","0.02463213","0.0","3","91","false","1646","3.0","3","0","0","0.68573509","false","0","1646","1452976","0.33333333"
"2673","41.06067416","0.01502098","0.0243542","0.0","3","92","false","1647","3.0","3","0","0","0.68205814","false","0","1647","5632898","0.4"
"2674","41.53426966","0.00837389","0.0240765","0.0","3","91","false","1648","3.33333333","3","0","0","0.67829945","false","0","1648","2987740","0.38888889"
"2676","36.61573034","8.3137E-4","0.02731067","0.0","2","81","false","1649","3.0","2","0","0","0.71733547","false","0","1649","324872","0.5"
"2679","50.19831461","4.3513E-4","0.01992099","0.0","3","96","false","1650","2.33333333","3","0","0","0.60953719","false","0","1650","1019244","0.33333333"
"2680","51.19812734","0.0","0.01953196","0.0","1","97","false","1651","3.0","1","0","0","0.60160216","false","0","1651","0","0.0"
"2682","46.34138577","0.00698443","0.02157898","0.16666667","4","90","false","1652","3.5","4","0","0","0.64014773","false","0","1652","2190856","0.3"
"2683","47.29138577","3.7453E-4","0.0211455","0.33333333","3","91","false","1653","3.0","3","0","0","0.63260805","false","0","1653","67586","0.44444444"
"2685","42.19344569","0.00143682","0.02370036","0.16666667","4","92","false","1654","3.25","4","0","0","0.67306789","false","0","1654","417956","0.34375"
"2686","41.90299625","0.05530329","0.02386464","0.16666667","4","91","false","1655","3.25","4","0","0","0.67537305","false","0","1655","15448236","0.34375"
"2688","39.53970037","0.00267687","0.02529104","0.0","3","89","false","1656","3.33333333","3","0","0","0.69412936","false","0","1656","2695504","0.33333333"
"2690","34.81966292","5.5411E-4","0.0287194","0.0","3","79","false","1657","2.66666667","3","0","0","0.73158998","false","0","1657","116146","0.33333333"
"2693","36.55449438","0.0","0.02735642","0.0","1","78","false","1658","3.0","1","0","0","0.71782147","false","0","1658","0","0.0"
"2694","35.55468165","7.4899E-4","0.02812569","0.0","3","77","false","1659","1.66666667","3","0","0","0.72575649","false","0","1659","166106","0.33333333"
