node_id,ale_index,lon,lat,ale_norm
1,1.8790703999999998,-52.7154509839134,47.5581936929476,58.80717775996595
2,1.8790703999999998,-52.715500318958505,47.558066201404706,58.80717775996595
3,-1.8493179,-52.8857732916236,47.586256391494,3.997917641433883
4,-1.8493179,-52.8867682840803,47.5858171039849,3.997917641433883
5,2.9130175,-52.73105379056771,47.5681715044756,74.00674148370737
6,2.9130175,-52.732122291161396,47.56872219420871,74.00674148370737
7,1.9029113999999998,-52.72203198494,47.5578064085401,59.15765294263025
8,0.8963812,-52.722216204069795,47.5577496106483,44.36113200382189
9,-1.17295,-52.7548998882897,47.524995197421894,13.940879903955008
10,-1.17295,-52.756631599392996,47.5243388044296,13.940879903955008
11,-0.73629367,-52.731025106475805,47.5906944124432,20.359956579357508
12,-0.73629367,-52.731650916042994,47.59071199480229,20.359956579357508
13,-1.8493179,-52.8745857910299,47.567579391327705,3.997917641433883
14,-1.8493179,-52.8730320658433,47.5663805702479,3.997917641433883
15,2.9130175,-52.7337542177781,47.56660099526611,74.00674148370737
16,3.9346657,-52.7337415850815,47.565818297950294,89.02550493799406
17,2.8178982999999995,-52.7088926910379,47.5662093055544,72.6084394412225
18,2.8178982999999995,-52.70922838931029,47.566312304289106,72.6084394412225
19,-1.6630330000000002,-52.7450278087085,47.646963712993205,6.736403206431156
20,-1.6630330000000002,-52.744287971942796,47.647052765869894,6.736403206431156
21,0.80860502,-52.7425893170804,47.56481140272199,43.07077619999344
22,0.80860502,-52.7433874923359,47.564025388788004,43.07077619999344
23,-2.07058,-52.7713706020541,47.6463078879015,0.7452489230837429
24,-2.07058,-52.773208786560794,47.6484372911056,0.7452489230837429
25,-2.0027685,-52.83966229016539,47.62194559622721,1.7421134778104665
26,-1.7902679,-52.839513497150705,47.6214980136272,4.865983558816826
27,-2.0580881,-52.7947951966372,47.552291193787795,0.9288863935893481
28,-2.0580881,-52.79575270930739,47.5550079107124,0.9288863935893481
29,3.5866983,-52.7246166154836,47.574585203997295,83.91020196931741
30,4.681203400000001,-52.7228536985258,47.573540905312,100.0
31,4.1808328999999995,-52.732952995310605,47.57415358995521,92.64429166614967
32,4.1808328999999995,-52.730962201134204,47.575074493224896,92.64429166614967
33,4.1808328999999995,-52.7277200085164,47.572315896999505,92.64429166614967
34,4.1808328999999995,-52.7283470200905,47.5719735969351,92.64429166614967
35,-1.8493179,-52.8783307163233,47.5626230946807,3.997917641433883
36,-1.8493179,-52.874473109595,47.5636759933292,3.997917641433883
37,-0.22040339,-52.69771919321529,47.572206188276205,27.94381380505
38,-0.22040339,-52.698453005545,47.5718712966521,27.94381380505
39,0.32881227,-52.7153071993594,47.5525640841814,36.01757156523589
40,0.32881227,-52.71545640951611,47.5526500060781,36.01757156523589
41,-0.89842534,-52.838203398431,47.5434772083669,17.976536141501825
42,-0.89842534,-52.8353575893804,47.5434238056612,17.976536141501825
43,-0.60332149,-52.798682903778,47.519457599756,22.31471724689535
44,-0.60332149,-52.8001884019333,47.5195868960015,22.31471724689535
45,-1.8966876,-52.729891512433795,47.6411440321089,3.301558249619241
46,-1.6630330000000002,-52.7402077406643,47.645207542387396,6.736403206431156
47,-0.20921253,-52.8099632968142,47.5149068913026,28.108325306357436
48,-0.20921253,-52.809761680042,47.51406420446771,28.108325306357436
49,-2.07058,-52.770513695291,47.6665983098262,0.7452489230837429
50,-2.07058,-52.7718973149875,47.6666085056102,0.7452489230837429
51,3.6563976,-52.7137561972857,47.57102280770471,84.93481817245794
52,3.6563976,-52.7142862839563,47.5713748010291,84.93481817245794
53,-1.2683799,-52.74350350707189,47.58354080343639,12.53801040879392
54,-1.2683799,-52.742089188553294,47.58620770389071,12.53801040879392
55,1.9029113999999998,-52.7229043212949,47.56108881536571,59.15765294263025
56,1.9029113999999998,-52.723782178697206,47.5609115002885,59.15765294263025
57,-1.3500756,-52.83819939990249,47.5194156880257,11.337040844581534
58,-1.3500756,-52.836304011417106,47.5177450001306,11.337040844581534
59,-1.0033598,-52.8132618975222,47.5258326897223,16.4339446379458
60,-1.3962041,-52.816403007714605,47.5263858916116,10.658927742634049
61,-0.63870466,-52.7358232051915,47.5370733971665,21.794566121984822
62,-0.78099036,-52.734083882232,47.540339098664205,19.702891834076716
63,-1.6649537,-52.719115407849905,47.545450589949894,6.708167910791573
64,-2.0067065,-52.7170395022507,47.546588398032796,1.6842228159535004
65,2.3607693,-52.7071758946431,47.567791599745,65.88840379774501
66,2.8178982999999995,-52.707684087104,47.567311301341896,72.6084394412225
67,-0.70375901,-52.8220743083282,47.5186742894149,20.838233115845945
68,-0.70375901,-52.8228320953256,47.5190762060263,20.838233115845945
69,1.9029113999999998,-52.7221324805088,47.56112014196879,59.15765294263025
70,2.1309776,-52.7223463096161,47.5613109909233,62.510345493469224
71,-0.1540226,-52.7495713054278,47.5617412135686,28.919646173685976
72,-0.1540226,-52.7501994828895,47.5617889968112,28.919646173685976
73,-0.97219163,-52.8012457870163,47.5008087967912,16.892133055967772
74,-0.74276376,-52.80130350691629,47.5013297978532,20.264842868749547
75,2.2548168,-52.73108259599461,47.5642028083304,64.33084657316388
76,2.1383369,-52.7310599967255,47.563114408185605,62.618531056649516
77,-2.1212754,-52.745250088243196,47.4991270990482,0.0
78,-2.1212754,-52.7435505923787,47.497621092372206,0.0
79,-2.1212754,-52.74475458372379,47.4968817008445,0.0
80,-2.1212754,-52.7451197133809,47.4970309070971,0.0
81,1.0111918,-52.7080783974128,47.580006706811105,46.04890793632461
82,1.0111918,-52.7072553918436,47.581278699370394,46.04890793632461
83,-2.07058,-52.7823356028541,47.64061489515161,0.7452489230837429
84,-2.0570517,-52.783790724134995,47.639572236514795,0.9441220162273751
85,-2.0924636999999997,-52.776616908071794,47.607435711967796,0.4235470752220536
86,-2.0924636999999997,-52.781734497739,47.61316011366279,0.4235470752220536
87,-1.3500756,-52.8217835923692,47.522170309420204,11.337040844581534
88,-1.3500756,-52.82120168669821,47.522629402031,11.337040844581534
89,-1.8979541000000002,-52.758309096669905,47.5032607910432,3.2829400365055115
90,-1.8979541000000002,-52.7584917084874,47.5026113924448,3.2829400365055115
91,-1.5035752,-52.7521936840604,47.6589658963099,9.080516355302716
92,-1.5035752,-52.7525718082991,47.659518011066,9.080516355302716
93,-0.86243302,-52.693657912258104,47.5963454033004,18.505642090350943
94,-0.54394263,-52.6945000130104,47.596881795988,23.187617578462717
95,-1.4605591999999998,-52.7534547995718,47.6085746970648,9.712874077608298
96,-1.4605591999999998,-52.7542003192642,47.60901179903111,9.712874077608298
97,-1.3570440000000001,-52.8550743195724,47.5326959562166,11.234601716068557
98,-1.3570440000000001,-52.855321696482704,47.532601386044796,11.234601716068557
99,-0.20817652,-52.701320505754396,47.587323712414396,28.12355519579127
100,-0.20817652,-52.701323303426,47.58741159709821,28.12355519579127
101,-1.3962041,-52.803840595977,47.53962739887711,10.658927742634049
102,-2.0580881,-52.8046241107341,47.5397215978915,0.9288863935893481
103,-0.21398234,-52.806408406189604,47.5115616087309,28.038206601981614
104,1.5798538,-52.7112509006911,47.55738291483949,54.408537076219915
105,1.5798538,-52.7119291032907,47.557390803791705,54.408537076219915
106,-0.36289769,-52.7586842928166,47.541233098663795,25.84907298792316
107,-0.10203589,-52.757103207334005,47.5412393901147,29.68387802987346
108,-1.0559281999999999,-52.8161531009184,47.506449497808106,15.661161634197226
109,-1.0559281999999999,-52.81600170425511,47.5070637988167,15.661161634197226
110,-1.1353501,-52.7253577070965,47.599157195753605,14.493618120500425
111,-1.1353501,-52.7264387836149,47.5984569983526,14.493618120500425
112,-0.16209204,-52.693269200165794,47.5855353148431,28.801021180690775
113,-0.16209204,-52.6942638944517,47.585034702426704,28.801021180690775
114,1.6591599999999997,-52.70411498042979,47.5764836021569,55.57437973933854
115,1.6591599999999997,-52.70922389397101,47.576795289372704,55.57437973933854
116,-0.80676717,-52.8345064038865,47.5323605018223,19.323959230861547
117,-0.80676717,-52.8351538041045,47.53301601600221,19.323959230861547
118,0.48897135,-52.73040988293679,47.558715001475896,38.37199389728344
119,0.48897135,-52.7312797869969,47.55929579932221,38.37199389728344
120,-1.3470238,-52.753179305837705,47.511236116276294,11.381903902442147
121,-1.1784921999999998,-52.752452296733104,47.5121381091784,13.859406662171445
122,-0.80676717,-52.835248190566794,47.5383865040135,19.323959230861547
123,-0.80676717,-52.8354899967097,47.5376044055349,19.323959230861547
124,-0.67149901,-52.7482150972834,47.549293688141496,21.31247200652797
125,-1.3881651000000002,-52.74923410133471,47.549161197426606,10.77710525169148
126,-1.9211546999999998,-52.8733743930268,47.59697860216539,2.941879069141681
127,-1.9211546999999998,-52.8740814944495,47.595545310019105,2.941879069141681
128,-1.1353501,-52.72655640735479,47.597498910605296,14.493618120500425
129,-1.1353501,-52.72727371181521,47.5979435910569,14.493618120500425
130,-1.1353501,-52.7264758930596,47.5955411005661,14.493618120500425
131,-1.2683799,-52.7276510568989,47.5971828290662,12.53801040879392
132,-1.8922956999999998,-52.8767260983535,47.5515724130103,3.3661214791290526
133,-1.8922956999999998,-52.8767864657063,47.552066780261,3.3661214791290526
134,-1.4664757,-52.8998516884824,47.547115300452205,9.625898429848835
135,-1.4664757,-52.9016472020879,47.547517496441095,9.625898429848835
136,3.6563976,-52.7212482936273,47.567968106826896,84.93481817245794
137,3.6563976,-52.721982702505706,47.5680651005932,84.93481817245794
138,-1.1353501,-52.717714897086,47.5993618969664,14.493618120500425
139,-1.1353501,-52.7185328037124,47.599556603749505,14.493618120500425
140,-1.2123146,-52.7228544053197,47.614887614397404,13.362199673448448
141,-2.0924636999999997,-52.72315920408461,47.6173896938189,0.4235470752220536
142,-2.0247333,-52.8226653182618,47.611581100981,1.4192194174864632
143,-2.0027685,-52.8236783422912,47.612102526094205,1.7421134778104665
144,-1.8741519,-52.893667584072105,47.552535597999494,3.6328448388549184
145,-1.8741519,-52.89474400230699,47.5551595156742,3.6328448388549184
146,-0.56495959,-52.774051310897505,47.53232501049911,22.878657262408517
147,-0.56495959,-52.7737428070884,47.5330287002495,22.878657262408517
148,-0.60332149,-52.795851693145195,47.51940300892161,22.31471724689535
149,-0.60332149,-52.796197805127,47.5194246097016,22.31471724689535
150,-1.0091341999999999,-52.7917572057341,47.503314988244895,16.34905793458702
151,-1.2761353000000002,-52.791425514941594,47.502150392824106,12.424001968223696
152,0.32881227,-52.7205082078009,47.5534920991607,36.01757156523589
153,0.32881227,-52.7220963229271,47.55246939792,36.01757156523589
154,-1.8493179,-52.889010324761294,47.588872660076106,3.997917641433883
155,-1.8493179,-52.8876528018011,47.5893299084377,3.997917641433883
156,2.1596951,-52.7090279260038,47.5660919401546,62.93250777937006
157,2.8178982999999995,-52.709251798638604,47.566213008281295,72.6084394412225
158,-2.0061023000000002,-52.769875908448704,47.5655000023813,1.6931048723003705
159,-2.0061023000000002,-52.7715993883267,47.56603360467339,1.6931048723003705
160,-1.3881651000000002,-52.752731019200894,47.549351088565295,10.77710525169148
161,-1.3881651000000002,-52.75565259808539,47.548987291493795,10.77710525169148
162,2.1309776,-52.7169279814086,47.563683104134206,62.510345493469224
163,2.1309776,-52.717587409482896,47.5633530112642,62.510345493469224
164,4.1808328999999995,-52.72595060887,47.571478792404,92.64429166614967
165,4.1808328999999995,-52.726161953481906,47.571807658766296,92.64429166614967
166,0.041534819,-52.7017344035369,47.5935264139428,31.794442622886226
167,0.041534819,-52.70215814499189,47.593484844554204,31.794442622886226
